legacy_refn,category_hint,source_filename,source_size_bytes,kind,english,headword,target_storage_path_template
298,word,"evening meal ,la.jpg",21544,jpg,evening meal,la cena,words/{word_uuid}/flashcard.jpg
299,word,"everybody ,prn.jpg",16809,jpg,everybody,tutti,words/{word_uuid}/flashcard.jpg
300,word,"everywhere ,adv.jpg",36835,jpg,everywhere,dappertutto,words/{word_uuid}/flashcard.jpg
301,word,"exact ,exactly ,adj.jpg",14313,jpg,"exact, exactly",esatto,words/{word_uuid}/flashcard.jpg
302,word,"exam ,l (m).jpg",18398,jpg,"exam, test",l‘ esame (m),words/{word_uuid}/flashcard.jpg
303,word,"example ,l (m).jpg",27380,jpg,example,l‘ esempio (m),words/{word_uuid}/flashcard.jpg
304,word,"excellent ,adj.jpg",13534,jpg,excellent,eccellente,words/{word_uuid}/flashcard.jpg
305,word,"excited ,adj.jpg",19488,jpg,excited,eccitato,words/{word_uuid}/flashcard.jpg
306,word,"exit ,l (f).JPG",27727,jpg,exit,l‘ uscita (f),words/{word_uuid}/flashcard.jpg
307,word,"expense ,n.jpg",8239,jpg,expense,la spesa,words/{word_uuid}/flashcard.jpg
308,word,"expensive (costly) ,adj.jpg",15110,jpg,expensive (costly),costoso,words/{word_uuid}/flashcard.jpg
309,word,"expensive ,dear ,adj.jpg",24310,jpg,"expensive, dear",caro,words/{word_uuid}/flashcard.jpg
310,word,"eye ,l (m).jpg",16103,jpg,eye,l‘ occhio (m),words/{word_uuid}/flashcard.jpg
311,word,"face ,la.jpg",17744,jpg,face,la faccia,words/{word_uuid}/flashcard.jpg
314,word,"family ,la.jpg",14545,jpg,family,la famiglia,words/{word_uuid}/flashcard.jpg
315,word,"famous ,adj.jpg",34145,jpg,famous,famoso,words/{word_uuid}/flashcard.jpg
316,word,"fantastic ,adj.jpg",21790,jpg,fantastic,fantastico,words/{word_uuid}/flashcard.jpg
317,word,"far away ,prep.jpg",16953,jpg,far away,lontano,words/{word_uuid}/flashcard.jpg
318,word,"fare ,la.jpg",31905,jpg,"fare, rate",la tariffa,words/{word_uuid}/flashcard.jpg
319,word,"farm ,la.jpg",29362,jpg,farm,la fattoria,words/{word_uuid}/flashcard.jpg
320,word,"fat ,adj.jpg",18725,jpg,fat,grasso,words/{word_uuid}/flashcard.jpg
321,word,"father ,il.jpg",21965,jpg,father,il padre,words/{word_uuid}/flashcard.jpg
322,word,"favour ,il.jpg",15440,jpg,favour,il favore,words/{word_uuid}/flashcard.jpg
323,word,"favourite ,adj.jpg",17244,jpg,favourite (preferred),preferito,words/{word_uuid}/flashcard.jpg
324,word,"fear ,la.jpg",6716,jpg,fear,la paura,words/{word_uuid}/flashcard.jpg
325,word,"February ,m.swf",5284,swf,February,febbraio (m),words/{word_uuid}/flashcard.png
326,word,"feeling ,il.jpg",11087,jpg,feeling,il sentimento,words/{word_uuid}/flashcard.jpg
327,word,"fence ,il.jpg",11290,jpg,fence,il recinto,words/{word_uuid}/flashcard.jpg
328,word,"fifteen ,num.swf",1031,swf,fifteen,quindici,words/{word_uuid}/flashcard.png
330,word,"fifty ,num.jpg",37339,jpg,fifty,cinquanta,words/{word_uuid}/flashcard.jpg
331,word,"fight ,la.jpg",21592,jpg,fight,la lotta,words/{word_uuid}/flashcard.jpg
333,word,"final ,adj.jpg",19544,jpg,final,finale,words/{word_uuid}/flashcard.jpg
334,word,"finger ,il.jpg",12070,jpg,finger,il dito,words/{word_uuid}/flashcard.jpg
335,word,"fire ,il.jpg",24110,jpg,fire,il fuoco,words/{word_uuid}/flashcard.jpg
337,word,"fish ,il.jpg",11145,jpg,fish,il pesce,words/{word_uuid}/flashcard.jpg
338,word,"beef ,il.jpg",17646,jpg,beef,il manzo,words/{word_uuid}/flashcard.jpg
339,word,"five ,num.swf",1696,swf,five,cinque,words/{word_uuid}/flashcard.png
340,word,"five hundred ,num.swf",352,swf,five hundred,cinquecento,words/{word_uuid}/flashcard.png
341,word,"flavour ,il.jpg",23084,jpg,flavour,il sapore,words/{word_uuid}/flashcard.jpg
342,word,"flower ,il.jpg",29097,jpg,flower,il fiore,words/{word_uuid}/flashcard.jpg
343,word,"flu ,l (f).jpg",16023,jpg,flu,l‘ influenza (f),words/{word_uuid}/flashcard.jpg
344,word,"fly ,la.jpg",14936,jpg,fly,la mosca,words/{word_uuid}/flashcard.jpg
345,word,"fog ,la.jpg",17147,jpg,fog,la nebbia,words/{word_uuid}/flashcard.jpg
346,word,"food ,il.jpg",48777,jpg,food,il cibo,words/{word_uuid}/flashcard.jpg
347,word,"foot ,il.jpg",11670,jpg,foot,il piede,words/{word_uuid}/flashcard.jpg
348,word,"football (the game) ,il.jpg",28214,jpg,football (soccer),il calcio,words/{word_uuid}/flashcard.jpg
349,word,"footballer ,il.jpg",38254,jpg,footballer,il giocatore di calcio,words/{word_uuid}/flashcard.jpg
351,word,"fork ,la.jpg",8116,jpg,fork,la forchetta,words/{word_uuid}/flashcard.jpg
352,word,"form ,il.jpg",28639,jpg,form,il modulo,words/{word_uuid}/flashcard.jpg
353,word,"fortunate ,adj.jpg",29294,jpg,"fortunate, lucky",fortunato,words/{word_uuid}/flashcard.jpg
354,word,"forty ,num.swf",278,swf,forty,quaranta,words/{word_uuid}/flashcard.png
355,word,"four ,num.swf",1521,swf,four,quattro,words/{word_uuid}/flashcard.png
356,word,"fourteen ,num.swf",807,swf,fourteen,quattordici,words/{word_uuid}/flashcard.png
358,word,"free ,adj.swf",22956,swf,free,gratuito,words/{word_uuid}/flashcard.png
359,word,"freedom ,liberty ,la.jpg",26973,jpg,"freedom, liberty",la libertà,words/{word_uuid}/flashcard.jpg
360,word,"freezer ,il.jpg",22824,jpg,freezer,il congelatore,words/{word_uuid}/flashcard.jpg
361,word,"Friday ,m.swf",2129,swf,Friday,"venerdì (m) 
<page break>il venerdìì",words/{word_uuid}/flashcard.png
362,word,"fried ,adj.jpg",41283,jpg,fried,fritto,words/{word_uuid}/flashcard.jpg
363,word,"friend ,l (m).jpg",33428,jpg,friend (m),l‘ amico (m),words/{word_uuid}/flashcard.jpg
364,word,"friendship ,l (f).jpg",28733,jpg,friendship,l‘ amicizia (f),words/{word_uuid}/flashcard.jpg
365,word,"from time to time ,phr.jpg",19160,jpg,from time to time,ogni tanto,words/{word_uuid}/flashcard.jpg
366,word,"from ,of ,prep.jpg",18354,jpg,from,da,words/{word_uuid}/flashcard.jpg
367,word,"front, previous ,n.jpg",22783,jpg,front,la parte anteriore,words/{word_uuid}/flashcard.jpg
368,word,"frost ,il.jpg",20103,jpg,frost,il gelo,words/{word_uuid}/flashcard.jpg
369,word,"fruit ,il.jpg",41557,jpg,fruit,il frutto,words/{word_uuid}/flashcard.jpg
370,word,"frying pan ,la.jpg",37138,jpg,frying pan,la padella,words/{word_uuid}/flashcard.jpg
371,word,"full ,adj.jpg",9494,jpg,full,pieno,words/{word_uuid}/flashcard.jpg
372,word,"funny ,adj.jpg",27807,jpg,funny,buffo,words/{word_uuid}/flashcard.jpg
373,word,"furious ,adj.jpg",14444,jpg,furious,furioso,words/{word_uuid}/flashcard.jpg
374,word,"furniture ,npl.jpg",31728,jpg,furniture,i mobili,words/{word_uuid}/flashcard.jpg
376,word,"garage ,il.jpg",55397,jpg,garage,il garage,words/{word_uuid}/flashcard.jpg
377,word,"garden ,il.jpg",40028,jpg,garden,il giardino,words/{word_uuid}/flashcard.jpg
378,word,"garlic ,l (m).jpg",33710,jpg,garlic,l‘ aglio (m),words/{word_uuid}/flashcard.jpg
379,word,"gas ,n.jpg",32626,jpg,gas,il gas,words/{word_uuid}/flashcard.jpg
380,word,"gas station ,il.jpg",32215,jpg,gas / petrol station,il distributore di benzina,words/{word_uuid}/flashcard.jpg
381,word,"gentleman ,il.jpg",14880,jpg,gentleman,il gentiluomo,words/{word_uuid}/flashcard.jpg
382,word,"girlfriend ,la.jpg",16013,jpg,"girl, girlfriend",la ragazza,words/{word_uuid}/flashcard.jpg
383,word,"glass (drinking) ,il.jpg",34470,jpg,glass (drinking),il bicchiere,words/{word_uuid}/flashcard.jpg
384,word,"glass (with stem) ,il.jpg",37334,jpg,wine glass (with stem),il bicchiere da vino,words/{word_uuid}/flashcard.jpg
385,word,"glasses ,gli.jpg",10709,jpg,glasses,gli occhiali,words/{word_uuid}/flashcard.jpg
386,word,"goal ,il.jpg",16981,jpg,goal,il gol,words/{word_uuid}/flashcard.jpg
387,word,"goat ,la.jpg",30555,jpg,goat,la capra,words/{word_uuid}/flashcard.jpg
388,word,"good ,adj.jpg",38768,jpg,good,buono,words/{word_uuid}/flashcard.jpg
389,word,"good morninggood afternoon ,exc.jpg",39572,jpg,good morning!,"buon giorno! 
<page break>buongiorno!",words/{word_uuid}/flashcard.jpg
390,word,"good night ,exc.jpg",27688,jpg,good night!,"buona notte! 
<page break>buonanotte",words/{word_uuid}/flashcard.jpg
391,word,"good luck ,exc.jpg",7411,jpg,good luck!,buona fortuna!,words/{word_uuid}/flashcard.jpg
392,word,"good evening ,exc.jpg",4734,jpg,good evening!,buona sera!,words/{word_uuid}/flashcard.jpg
393,word,"goodbye ,exc.jpg",33838,jpg,goodbye!,arrivederci!,words/{word_uuid}/flashcard.jpg
394,word,"grandfather ,il.jpg",32018,jpg,grandfather,il nonno,words/{word_uuid}/flashcard.jpg
395,word,"grandmother ,la.jpg",22567,jpg,grandmother,la nonna,words/{word_uuid}/flashcard.jpg
396,word,"grape ,l (f).jpg",64467,jpg,grape,l‘ uva (f),words/{word_uuid}/flashcard.jpg
397,word,"grass ,l (f).jpg",21496,jpg,grass,l‘ erba (f),words/{word_uuid}/flashcard.jpg
398,word,"green ,adj.swf",1354,swf,green,verde,words/{word_uuid}/flashcard.png
399,word,"grey ,adj.swf",971,swf,grey,grigio,words/{word_uuid}/flashcard.png
400,word,"guest, host (mf) ,n.jpg",19566,jpg,"guest, host (m/f)",l‘ ospite (m/f),words/{word_uuid}/flashcard.jpg
401,word,"guide (person) ,la.jpg",18645,jpg,guide (person),la guida,words/{word_uuid}/flashcard.jpg
402,word,"hair ,npl.jpg",27575,jpg,hair,i capelli,words/{word_uuid}/flashcard.jpg
403,word,"half ,adj.jpg",20307,jpg,half,metà,words/{word_uuid}/flashcard.jpg
404,word,"ham ,il.jpg",18446,jpg,ham,il prosciutto,words/{word_uuid}/flashcard.jpg
405,word,"hamburger ,l (m).jpg",22152,jpg,hamburger,l‘ hamburger (m),words/{word_uuid}/flashcard.jpg
406,word,"hand ,la.jpg",9123,jpg,hand,la mano,words/{word_uuid}/flashcard.jpg
407,word,"handsome ,pretty ,adj.jpg",21144,jpg,"handsome, pretty, beautiful",bello,words/{word_uuid}/flashcard.jpg
408,word,"happy ,adj.jpg",18348,jpg,happy (f..),felice,words/{word_uuid}/flashcard.jpg
409,word,"happy (content) ,adj.jpg",11656,jpg,happy (content),contento,words/{word_uuid}/flashcard.jpg
410,word,"hard ,adj.jpg",9562,jpg,hard,duro,words/{word_uuid}/flashcard.jpg
411,word,"haste ,la.jpg",14575,jpg,haste,la fretta,words/{word_uuid}/flashcard.jpg
413,word,"he ,prn.jpg",13591,jpg,he,lui,words/{word_uuid}/flashcard.jpg
414,word,"head ,la.jpg",10870,jpg,head,la testa,words/{word_uuid}/flashcard.jpg
416,word,"heart ,il.jpg",14316,jpg,heart,il cuore,words/{word_uuid}/flashcard.jpg
417,word,"heat ,il.jpg",16943,jpg,heat,il calore,words/{word_uuid}/flashcard.jpg
418,word,"hello ,exc.jpg",16224,jpg,hello!,ciao!,words/{word_uuid}/flashcard.jpg
419,word,"help (assistance) ,l (m).jpg",8540,jpg,help (assistance),l‘ aiuto (m),words/{word_uuid}/flashcard.jpg
420,word,"help (emergency) ,exc.jpg",16682,jpg,help! (emergency),aiuto!,words/{word_uuid}/flashcard.jpg
421,word,"hen ,la.jpg",13684,jpg,hen,la gallina,words/{word_uuid}/flashcard.jpg
422,word,"here ,adv.jpg",17070,jpg,here,qui,words/{word_uuid}/flashcard.jpg
423,word,"here you are ,phr.jpg",35460,jpg,here you are!,ecco qua!,words/{word_uuid}/flashcard.jpg
424,word,"high ,tall ,adj.jpg",23132,jpg,"high, tall",alto,words/{word_uuid}/flashcard.jpg
425,word,"hole ,il.jpg",27612,jpg,hole,il buco,words/{word_uuid}/flashcard.jpg
428,word,"homework ,I.jpg",22861,jpg,homework,i compiti,words/{word_uuid}/flashcard.jpg
429,word,"horrible ,adj.jpg",22095,jpg,horrible,orribile,words/{word_uuid}/flashcard.jpg
430,word,"horse ,il.JPG",24572,jpg,horse,il cavallo,words/{word_uuid}/flashcard.jpg
431,word,"hospital ,l (m).jpg",31938,jpg,hospital,l‘ ospedale (m),words/{word_uuid}/flashcard.jpg
432,word,"hostel ,l (m).jpg",22977,jpg,hostel,l‘ ostello (m),words/{word_uuid}/flashcard.jpg
433,word,"hot ,adj.jpg",36836,jpg,"warm, hot",caldo,words/{word_uuid}/flashcard.jpg
434,word,"hotel ,l (m).jpg",10401,jpg,hotel,l‘ albergo (m),words/{word_uuid}/flashcard.jpg
435,word,"house ,la.jpg",61639,jpg,"house, home",la casa,words/{word_uuid}/flashcard.jpg
436,word,"how are you ,q.jpg",11185,jpg,How are you? (informal),Come stai?,words/{word_uuid}/flashcard.jpg
437,word,"how do you say  ,q.jpg",11851,jpg,how do you say …?,come si dice?,words/{word_uuid}/flashcard.jpg
438,word,"great! ,exc.jpg",19488,jpg,great!,grande!,words/{word_uuid}/flashcard.jpg
439,word,"how many ,q.jpg",33507,jpg,how many?,quanti?,words/{word_uuid}/flashcard.jpg
440,word,"how much ,q.jpg",10579,jpg,how much?,quanto?,words/{word_uuid}/flashcard.jpg
441,word,"how often ,q.jpg",21979,jpg,how often?,ogni quanto?,words/{word_uuid}/flashcard.jpg
442,word,"how ,q.swf",445,swf,how?,come?,words/{word_uuid}/flashcard.png
444,word,"humor ,l (m).jpg",21815,jpg,humor,l‘ umorismo (m),words/{word_uuid}/flashcard.jpg
446,word,"hundred (exactly) ,num.swf",469,swf,hundred (exactly),cento,words/{word_uuid}/flashcard.png
447,word,"hundreds of ,npl.JPG",45803,jpg,hundreds of,"le centinaia di 
<page break>centinaia di",words/{word_uuid}/flashcard.jpg
448,word,"hunger ,la.jpg",28893,jpg,hunger,la fame,words/{word_uuid}/flashcard.jpg
449,word,"husband ,il.jpg",13959,jpg,husband,il marito,words/{word_uuid}/flashcard.jpg
450,word,"I ,prn.jpg",11789,jpg,I,io,words/{word_uuid}/flashcard.jpg
451,word,"Im sorry ,exc.jpg",17982,jpg,I`m sorry!,Mi dispiace!,words/{word_uuid}/flashcard.jpg
452,word,"ice ,il.jpg",32198,jpg,ice,il ghiaccio,words/{word_uuid}/flashcard.jpg
453,word,"ice cream ,il.jpg",49545,jpg,ice cream,il gelato,words/{word_uuid}/flashcard.jpg
454,word,"identity ,l (f).jpg",25333,jpg,identity,l‘ identità (f),words/{word_uuid}/flashcard.jpg
455,word,"idiot (mf) ,n.jpg",17449,jpg,idiot (m/f),l‘ idiota (m/f),words/{word_uuid}/flashcard.jpg
456,word,"if ,conj.swf",204,swf,if,se,words/{word_uuid}/flashcard.png
457,word,"ill ,adj.jpg",27587,jpg,ill,ammalato,words/{word_uuid}/flashcard.jpg
458,word,"illness ,la.jpg",24918,jpg,illness,la malattia,words/{word_uuid}/flashcard.jpg
459,word,"important ,adj.jpg",25373,jpg,important,importante,words/{word_uuid}/flashcard.jpg
460,word,"in front ,prep.jpg",8953,jpg,in front,davanti,words/{word_uuid}/flashcard.jpg
461,word,"in the middle of ,prep.swf",33305,swf,in the middle of,in mezzo a,words/{word_uuid}/flashcard.png
464,word,"inflammation ,l (f).jpg",18864,jpg,inflammation,l‘ infiammazione (f),words/{word_uuid}/flashcard.jpg
465,word,"information ,l (fpl).jpg",21545,jpg,information (plural),le informazioni,words/{word_uuid}/flashcard.jpg
466,word,"inhabitant (mf) ,n.jpg",16472,jpg,inhabitant (m/f),l‘ abitante (m/f),words/{word_uuid}/flashcard.jpg
468,word,"insect ,l (m).jpg",17159,jpg,insect,l‘ insetto (m),words/{word_uuid}/flashcard.jpg
469,word,"inside ,adv.jpg",44233,jpg,inside,dentro,words/{word_uuid}/flashcard.jpg
470,word,"intelligent ,adj.jpg",14133,jpg,intelligent,intelligente,words/{word_uuid}/flashcard.jpg
471,word,"invitation ,l (m).jpg",16309,jpg,invitation,l‘ invito (m),words/{word_uuid}/flashcard.jpg
472,word,"(the weather) is nice today ,phr.jpg",14837,jpg,(the weather) is nice today,fa bello oggi,words/{word_uuid}/flashcard.jpg
473,word,"jacket ,la.jpg",16025,jpg,jacket,la giacca,words/{word_uuid}/flashcard.jpg
474,word,"January ,m.swf",6400,swf,January,gennaio (m),words/{word_uuid}/flashcard.png
475,word,"jeans ,npl.jpg",34796,jpg,jeans,i jeans,words/{word_uuid}/flashcard.jpg
476,word,"jersey ,la.jpg",23375,jpg,jersey,la maglia,words/{word_uuid}/flashcard.jpg
479,word,"journey ,trip ,il.jpg",24812,jpg,"journey, trip",il viaggio,words/{word_uuid}/flashcard.jpg
480,word,"jug ,la.jpg",42601,jpg,jug,la brocca,words/{word_uuid}/flashcard.jpg
481,word,"juice ,il.jpg",16446,jpg,juice,il succo,words/{word_uuid}/flashcard.jpg
482,word,"July ,m.swf",2119,swf,July,luglio (m),words/{word_uuid}/flashcard.png
483,word,"June ,m.swf",2803,swf,June,giugno (m),words/{word_uuid}/flashcard.png
484,word,"key ,la.jpg",20537,jpg,key,la chiave,words/{word_uuid}/flashcard.jpg
485,word,"kind ,pleasant ,adj.jpg",11695,jpg,"kind, pleasant",gentile,words/{word_uuid}/flashcard.jpg
486,word,"kiss ,il.jpg",18194,jpg,kiss,il bacio,words/{word_uuid}/flashcard.jpg
487,word,"kitchen ,stove ,cookery ,la.jpg",27129,jpg,"kitchen, stove, cookery",la cucina,words/{word_uuid}/flashcard.jpg
488,word,"knife ,il.jpg",27698,jpg,knife,il coltello,words/{word_uuid}/flashcard.jpg
489,word,"lake ,il.jpg",25411,jpg,lake,il lago,words/{word_uuid}/flashcard.jpg
490,word,"lamb ,l (m).jpg",15934,jpg,lamb,l‘ agnello (m),words/{word_uuid}/flashcard.jpg
491,word,"lamp ,la.jpg",17403,jpg,lamp,la lampada,words/{word_uuid}/flashcard.jpg
493,word,"last ,adj.jpg",9139,jpg,last (final),ultimo,words/{word_uuid}/flashcard.jpg
494,word,"last night ,adv.jpg",10862,jpg,last night,ieri sera,words/{word_uuid}/flashcard.jpg
495,word,"late ,adv.jpg",17801,jpg,late,tardi,words/{word_uuid}/flashcard.jpg
496,word,"law ,la.jpg",21989,jpg,law,la legge,words/{word_uuid}/flashcard.jpg
497,word,"leg ,la.jpg",13801,jpg,leg,la gamba,words/{word_uuid}/flashcard.jpg
498,word,"lemon ,il.jpg",25826,jpg,lemon,il limone,words/{word_uuid}/flashcard.jpg
499,word,"lemonade ,la.jpg",15890,jpg,lemonade,la limonata,words/{word_uuid}/flashcard.jpg
500,word,"lesson ,la.jpg",20503,jpg,lesson,la lezione,words/{word_uuid}/flashcard.jpg
501,word,"letter ,la.jpg",19281,jpg,letter,la lettera,words/{word_uuid}/flashcard.jpg
502,word,"lettuce ,la.jpg",29963,jpg,lettuce,la lattuga,words/{word_uuid}/flashcard.jpg
503,word,"library ,la.jpg",24603,jpg,library,la biblioteca,words/{word_uuid}/flashcard.jpg
504,word,"light ,la.jpg",30653,jpg,light,la luce,words/{word_uuid}/flashcard.jpg
505,word,"light blue ,adj.swf",1237,swf,light blue,celeste,words/{word_uuid}/flashcard.png
506,word,"lightning ,il.jpg",6328,jpg,lightning (flash of),il lampo,words/{word_uuid}/flashcard.jpg
507,word,"lilac ,adj.swf",895,swf,lilac,lilla,words/{word_uuid}/flashcard.png
508,word,"lip ,il.jpg",23361,jpg,lip,il labbro,words/{word_uuid}/flashcard.jpg
509,word,"little (amount) ,adv.jpg",17166,jpg,little (amount),poco,words/{word_uuid}/flashcard.jpg
510,word,"long ,adj.jpg",12167,jpg,long,lungo,words/{word_uuid}/flashcard.jpg
511,word,"lorry ,truck ,il.jpg",17457,jpg,"lorry, truck",il camion,words/{word_uuid}/flashcard.jpg
512,word,"love ,l (m).jpg",18506,jpg,love,l‘ amore (m),words/{word_uuid}/flashcard.jpg
513,word,"low ,short (person) ,adj.jpg",8774,jpg,"low, short (person)",basso,words/{word_uuid}/flashcard.jpg
514,word,"luck ,la.jpg",12241,jpg,luck,la fortuna,words/{word_uuid}/flashcard.jpg
515,word,"luggage ,il.jpg",39168,jpg,luggage,il bagaglio,words/{word_uuid}/flashcard.jpg
516,word,"lunch ,il.jpg",48950,jpg,lunch,il pranzo,words/{word_uuid}/flashcard.jpg
517,word,"make-up ,il.jpg",26326,jpg,make-up,il trucco,words/{word_uuid}/flashcard.jpg
518,word,"man ,l (m).jpg",12028,jpg,man,l‘ uomo (m),words/{word_uuid}/flashcard.jpg
519,word,"many thanks ,thank you very much ,exc.jpg",14878,jpg,"many thanks!, thank you very much!",grazie mille!,words/{word_uuid}/flashcard.jpg
520,word,"March ,m.swf",4946,swf,March,marzo (m),words/{word_uuid}/flashcard.png
521,word,"market ,il.jpg",51033,jpg,market,il mercato,words/{word_uuid}/flashcard.jpg
522,word,"marriage ,il.jpg",17971,jpg,"marriage, wedding",il matrimonio,words/{word_uuid}/flashcard.jpg
523,word,"matches ,npl.jpg",38244,jpg,match,il fiammifero,words/{word_uuid}/flashcard.jpg
524,word,"May ,m.swf",5287,swf,May,maggio (m),words/{word_uuid}/flashcard.png
525,word,"me ,to me ,prn.jpg",205812,jpg,"me, to me",me,words/{word_uuid}/flashcard.jpg
526,word,"meat ,la.jpg",23527,jpg,meat,la carne,words/{word_uuid}/flashcard.jpg
527,word,"microwave ,la.jpg",29442,jpg,microwave oven,il forno a microonde (il microonde),words/{word_uuid}/flashcard.jpg
528,word,"milk ,il.jpg",12389,jpg,milk,il latte,words/{word_uuid}/flashcard.jpg
529,word,"million ,num.swf",313,swf,a million,un milione,words/{word_uuid}/flashcard.png
530,word,"minute ,il.jpg",25842,jpg,minute,il minuto,words/{word_uuid}/flashcard.jpg
531,word,"mirror ,lo.jpg",20204,jpg,mirror,lo specchio,words/{word_uuid}/flashcard.jpg
532,word,"mistake ,lo.jpg",13796,jpg,mistake,lo sbaglio,words/{word_uuid}/flashcard.jpg
533,word,"mixed ,adj.jpg",16447,jpg,mixed,misto,words/{word_uuid}/flashcard.jpg
534,word,"moment ,il.jpg",24833,jpg,moment,il momento,words/{word_uuid}/flashcard.jpg
535,word,"Monday ,m.swf",1182,swf,Monday,"lunedi (m) 
<page break>il lunedi",words/{word_uuid}/flashcard.png
536,word,"money ,n.jpg",25696,jpg,money,il denaro,words/{word_uuid}/flashcard.jpg
537,word,"monkey ,la.jpg",24134,jpg,monkey,la scimmia,words/{word_uuid}/flashcard.jpg
538,word,"month ,il.swf",5652,swf,month,il mese,words/{word_uuid}/flashcard.png
539,word,"moon ,la.jpg",17616,jpg,moon,la luna,words/{word_uuid}/flashcard.jpg
540,word,"more ,adj adv.swf",503,swf,"more, most",più,words/{word_uuid}/flashcard.png
